id,category,script,prompt,intent,model,response,register,intent_understanding,accuracy,culture,total,failure_mode
P026,question,roman,Bhai konsi job mai sabse jyada paisa hai abhi?,Asking which job has max salary,gpt_4o_mini,"Aaj ke samay mein kuch aise kshetra hain jahan par sabse zyada paisa kamane ke mauke hain:

1. **Technology**: Software development, data science, artificial intelligence, aur cybersecurity jaise kshetron mein bahut demand hai aur salary bhi achhi hoti hai.

2. **Healthcare**: Doctors, surgeons, aur specialized medical professionals jaise ki anesthesiologists aur radiologists bhi achha paisa kama rahe hain.

3. **Finance**: Investment banking, hedge funds, aur financial analysis jaise roles mein bhi kaafi paisa hai.

4. **Management**: Senior management positions, jaise CEO, CFO, aur COO, bhi high-paying roles hain.

5. **Entrepreneurship**: Apna khud ka business shuru karke bhi achha paisa kamaya ja sakta hai, lekin ismein risk bhi hota hai.

6. **Legal Profession**: Lawyers, especially jo corporate law ya intellectual property law mein specialize karte hain, unki bhi achhi kamaai hoti hai.

Ye sab roles aur kshetra aaj ke samay mein paisa kamaane ke liye achhe options hain. Aapko apne interest aur skills ke according inme se kisi ek ka chayan karna chahiye.",5,5,5,5,20,none
P026,question,roman,Bhai konsi job mai sabse jyada paisa hai abhi?,Asking which job has max salary,gpt_4o,"Bhai, sabse jyada paisa wali jobs kaafi factors par depend karti hain, jaise ki location, industry, skill set, aur experience. Lekin kuch careers hain jo aam taur par high-paying maane jaate hain:

1. **Technology Sector:**
   - Software Engineers and Developers
   - Data Scientists
   - Artificial Intelligence and Machine Learning Experts
   - Cybersecurity Experts

2. **Medical Field:**
   - Surgeons
   - Anesthesiologists
   - Psychiatrists

3. **Finance Sector:**
   - Investment Bankers
   - Hedge Fund Managers
   - Financial Analysts

4. **Legal Field:**
   - Corporate Lawyers
   - Intellectual Property Lawyers

5. **Engineering:**
   - Petroleum Engineers
   - Aerospace Engineers

6. **Management:**
   - CEOs and other C-Level Executives
   - Management Consultants

Yeh sab fields mein growth aur earning potential kaafi high hota hai, lekin inke liye specialization aur experience bhi zaroori hota hai. Apne interests aur skills ke hisaab se field choose karna chahiye.",5,5,5,5,20,none
P027,question,roman,Tumhe kya kya banana aata hai khaane mai for lunch?,Asking about what he/she knows to cook,qwen_3b_base,"For lunch, you could choose a balanced and healthy meal that suits your taste and nutritional needs. Here's a suggestion:

### Grilled Chicken Salad with Quinoa

#### Ingredients:
- 200g cooked quinoa
- 150g grilled chicken breast, sliced
- Mixed salad leaves (e.g., spinach, lettuce, arugula)
- Cherry tomatoes, halved
- Cucumber, thinly sliced
- Red onion, thinly sliced
- 1 avocado, diced
- Tossed with olive oil, lemon juice, salt, and pepper

#### Optional Toppings:
- Feta cheese or goat cheese
- Chopped nuts (almonds, walnuts)
- Crumbled feta cheese
- Diced egg (optional)

#### Instructions:
1. **Cook Quinoa:** Rinse quinoa under cold water. In a pot, combine quinoa with double the amount of water (e.g., 200g quinoa requires 400ml water). Bring to a boil, then reduce heat, cover, and simmer for about 15 minutes until all the water is absorbed.
2. **Prepare Chicken:** Marinate chicken breasts in a mixture of olive oil, lemon juice, garlic, salt, and pepper. Grill or bake the chicken until it's cooked through.
3. **Assemble:** Place the salad leaves on a plate, top with sliced chicken, add cherry tomatoes, cucumber, red onion, and avocado",1,4,5,2,12,cultural_mismatch
P027,question,roman,Tumhe kya kya banana aata hai khaane mai for lunch?,Asking about what he/she knows to cook,gpt_4o_mini,"Mujhe khaane ki kai tarah ki recipes aur ideas pata hain jo aap lunch ke liye bana sakte hain. Yahan kuch vikalp hain:

1. **Vegetable Pulao** - Masale daar chawal aur sabziyon ka mixture.
2. **Dal Tadka** - Tadka lagayi hui dal, jo roti ya rice ke saath serve ki ja sakti hai.
3. **Paneer Butter Masala** - Paneer ki creamy gravy, jo naan ya rice ke saath achi lagti hai.
4. **Chole Bhature** - Spicy chole ke saath fried bhature.
5. **Aloo Gobi** - Aloo aur gobi ki sabzi, jo roti ke saath khayi ja sakti hai.
6. **Stuffed Paratha** - Aloo ya gobi se bhara hua paratha, dahi ke saath serve karna.
7. **Khichdi** - Chawal aur dal ka mixture, healthy aur tasty.
8. **Salad** - Mixed vegetables ke saath lemon aur masale.
9. **Sandwich** - Sabzi ya paneer ka sandwich, jo quick lunch option hai.
10. **Pasta** - Tomato sauce ya white sauce ke saath.

Kya aapko inme se koi recipe chahiye?",5,5,5,5,20,none
P027,question,roman,Tumhe kya kya banana aata hai khaane mai for lunch?,Asking about what he/she knows to cook,gpt_4o,"Mujhe kai tarah ke khaane banana aata hai jo lunch ke liye upyukt hote hain. Kuch vikalp hain:

1. **Dal Tadka aur Chawal** - Masaledar dal tadka garam chawal ke saath.
2. **Paneer Butter Masala** - Makhan mein paka hua masaledar paneer gravy.
3. **Mix Vegetable Sabzi** - Tarkariyon ka mishran, masalon ke saath.
4. **Rajma Chawal** - Punjabi style rajma curry chawal ke saath.
5. **Aloo Gobhi** - Aloo aur gobhi ki sukhhi sabzi.
6. **Chole Bhature** - Chole ki masaledar sabzi bhature ke saath.
7. **Kadhi Pakora** - Besan ke pakodon wali kadhi chawal ke saath.
8. **Palak Paneer** - Palak aur paneer ka healthy aur tasty combination.
9. **Vegetable Pulao** - Tarkariyon aur masalon ke saath basmati chawal ka pulao.
10. **Roti aur Sabzi** - Kisi bhi sabzi ke saath garma-garam roti.

Yeh sabhi dishes swadisht aur poshtik hain, aur inhe banana bhi asaan hai. Agar aap ko kisi specific dish ki recipe chahiye, toh main uski bhi mad",5,5,5,5,20,none
P028,question,roman,Kya tumko pta hai chutti kab hai next?,Asking about when is the next holiday,qwen_3b_base,"I understand you're asking about the release date of ""Chutki"" (next). However, I don't have real-time information or access to specific film release dates. The movie ""Chutki"" was previously announced but its release date has not been confirmed as of my last update. It's best to check official sources or social media pages for the most accurate and up-to-date information regarding its release.",1,1,1,1,4,hallucinated_facts
P028,question,roman,Kya tumko pta hai chutti kab hai next?,Asking about when is the next holiday,gpt_4o_mini,"Mujhe aapki specific location ya country nahi pata, isliye main aapko exact chuttiyan nahi bata sakta. Lekin, aap apne local calendar ya school/office ki schedule check karke chuttiyon ka pata laga sakte hain. Agar aap kisi specific festival ya holiday ke baare mein pooch rahe hain, to wo bhi bata sakte hain!",5,5,5,5,20,none
P028,question,roman,Kya tumko pta hai chutti kab hai next?,Asking about when is the next holiday,gpt_4o,"Mujhe aapki location aur specific context ke bina yeh nahi pata chal sakta ke agla chutti ka din kab hai. Lekin, agar aap Bharat mein hain, toh aap local calendar ya school/office holiday list check kar sakte hain. Aam taur par, bade festivals jaise Diwali, Holi, aur national holidays jaise Republic Day aur Independence Day par chutti hoti hai. Kya aap kisi specific chutti ke baare mein puch rahe hain?",5,5,5,5,20,none
P029,question,roman,"Kya lagta hai ki wo kal aa paayegi, uski doctor's appointment hai na?",Asking if she will come tomorrow as she has doctor's appointment,qwen_3b_base,"Main apne aap ko informed and involved hoon, to maine uska doctor's appointment schedule nahi dikha diya. Aap apna schedule check karenge ya apne doctor se contact karke update jaaye. Mera sabse pehle kaha nahi tha ki apna schedule hota hai. Kaise aapke liye madad kar sakta hun agar mine ka schedule hota hai?",1,1,1,1,4,hallucinated_words
P029,question,roman,"Kya lagta hai ki wo kal aa paayegi, uski doctor's appointment hai na?",Asking if she will come tomorrow as she has doctor's appointment,gpt_4o_mini,"Agar uski doctor's appointment hai, toh ummeed hai ki wo kal aa paayegi. Lekin kabhi-kabhi appointments ke baad thoda waqt lag sakta hai ya kuch aur zaroori baatein ho sakti hain. Aap usse pehle se hi sampark karke padh sakte hain ki wo aa paayegi ya nahi.",5,5,5,5,20,none
P029,question,roman,"Kya lagta hai ki wo kal aa paayegi, uski doctor's appointment hai na?",Asking if she will come tomorrow as she has doctor's appointment,gpt_4o,"Agar uski doctor's appointment hai, toh shayad uska aana thoda mushkil ho sakta hai. Lekin ye bhi depend karta hai ki appointment kitne baje hai aur kitni der tak chalegi. Agar appointment jaldi khatam ho jaaye aur uske baad wo free ho, toh aane ki sambhavana ho sakti hai. Best hoga agar aap usse directly poochh lein uski availability ke baare mein.",5,5,5,5,20,none
P030,question,roman,Yaar yeh kya ho gya phone mai tumko pta hai kya?,Asking if he can help with his phone,qwen_3b_base,मेरा फोन में आपसे संबंधित कुछ जानकारी नहीं है। मैं एक मशीन इंटरलेक्सन हूँ और अपने उपयोगकर्ता के संबंधित जानकारी को सुरक्षित रखता हूँ। यह बिजली डेटा है और मैं इसे विशेष नीति द्वारा नोट करता हूँ। आप मुझे फोन में आपकी जानकारी के बिना प्रश्न करना अनिवार्य है।,1,4,5,3,13,language_drift_devanagari
P030,question,roman,Yaar yeh kya ho gya phone mai tumko pta hai kya?,Asking if he can help with his phone,gpt_4o_mini,"Mujhe nahi pata, lekin agar aapko aapke phone mein koi samasya hai, toh main madad karne ki koshish kar sakta hoon. Kya aap mujhe bata sakte hain ki aapke phone mein kya problem ho rahi hai?",5,5,5,5,20,none
P030,question,roman,Yaar yeh kya ho gya phone mai tumko pta hai kya?,Asking if he can help with his phone,gpt_4o,"Mujhe nahi pata, lekin agar tum apne phone ka problem share karoge toh shayad main madad kar sakta hoon. Kya issue aa raha hai tumhare phone mein?",5,5,5,5,20,none
P031,question,mixed-script,"मेरा wifi bahut slow chal रहा है, router restart karna पड़ेगा kya?",Asking how to start router,qwen_3b_base,"आपका रूटर किसी भी स्थिति में रुचरामी की ज़रूरी होती है। बदरबदर होने के लिए यहाँ कुछ विकल्प हैं:

1. आपके रूटर को रोक देने के बजाय, आप अपने ऑफिशियल सुपरसेटर (ISP) की सेवा को से ज़्यादा अचलता नहीं हों। इसके लिए, आप अपने रूटर को रोक सकते हैं और उन्हें एक नए रूटर या स्टाइट्रॉन रूटर से जोड़ सकते हैं।

2. अपने रूटर को रोक �",1,1,1,1,4,hallucinated_words
P031,question,mixed-script,"मेरा wifi bahut slow chal रहा है, router restart karna पड़ेगा kya?",Asking how to start router,gpt_4o_mini,"अगर आपका Wi-Fi बहुत स्लो चल रहा है, तो router को restart करना एक अच्छा उपाय हो सकता है। कभी-कभी, router को restart करने से कनेक्शन में सुधार हो सकता है। इसके अलावा, आप निम्नलिखित उपाय भी आजमा सकते हैं:

1. **Router को Restart करें:** इसे कुछ सेकंड के लिए बंद करें और फिर से चालू करें।
2. **Router की स्थिति:** सुनिश्चित करें कि router एक खुले स्थान में है और किसी दीवार या अन्य वस्तुओं से घिरा नहीं है।
3. **कनेक्टेड डिवाइस:** देखें कि कितने डिवाइस आपके Wi-Fi से जुड़े हैं। ज्यादा डिवाइस होने पर स्पीड कम हो सकती है।
4. **Firmware अपडेट:** अपने router के firmware को अपडेट करें, अगर कोई अपडेट उपलब्ध है।
5. **Channel बदलें:** Wi-Fi channel बदलने की कोशिश करें, क्योंकि कभी-कभी अन्य नेटवर्क के साथ इंटरफेरेंस हो सकता है।
6. **नेटवर्क सेटिंग्स:** अपने नेटवर्क सेटिंग्स को जांचें और सुनिश्चित करें कि कोई समस्या नहीं है।

अगर इन सभी उपायों के बाद भी समस्या बनी रहती है, तो आप अपने इंटरनेट सेवा प्रदाता से संपर्क कर सकते हैं।",5,5,5,5,20,none
P031,question,mixed-script,"मेरा wifi bahut slow chal रहा है, router restart karna पड़ेगा kya?",Asking how to start router,gpt_4o,"अगर आपका WiFi धीमा चल रहा है, तो राउटर को रीस्टार्ट करना एक अच्छा कदम हो सकता है। कभी-कभी राउटर को रीस्टार्ट करने से नेटवर्क की समस्याएँ हल हो जाती हैं। इसके अलावा, आप निम्नलिखित उपाय भी कर सकते हैं:

1. **राउटर की स्थिति जांचें:** सुनिश्चित करें कि राउटर किसी बाधा के बिना खुली जगह पर रखा हो, ताकि सिग्नल अच्छी तरह से फैल सके।

2. **डिवाइस की संख्या कम करें:** अगर एक साथ कई डिवाइस कनेक्टेड हैं, तो कुछ डिवाइस को डिस्कनेक्ट करके देखें।

3. **फर्मवेयर अपडेट करें:** सुनिश्चित करें कि आपके राउटर का फर्मवेयर अपडेटेड हो।

4. **नेटवर्क कंफ्लिक्ट्स चेक करें:** आस-पास के अन्य WiFi नेटवर्क्स से चैनल कंफ्लिक्ट्स हो सकते हैं। चैनल बदलकर देखें।

5. **इंटरनेट स्पीड टेस्ट करें:** स्पीड टेस्ट करके देखें कि क्या समस्या आपके इंटरनेट सेवा प्रदाता की तरफ से है।

अगर इन उपायों के बाद भी समस्या बनी रहती है, तो अपने इंटरनेट सेवा प्रदाता से संपर्क करना उचित होगा।",5,5,5,5,20,none
P032,question,mixed-script,"Kal se cold हो रहा है, par office jana zaroori hai kya?",Asking if its important to go to office tomorrow,qwen_3b_base,"काल में सर्दी हो रही है और आपको काम से निकलना जरूरी है। तो काम या कार्य से निकल सकता है। आप अपने काम के लिए उपयोगी वस्तुओं या समय का व्यवहार करके खुश रह सकते हैं। अगर आपको काम से निकलना कठिला है, तो बल्कि आपको खुश रहने के लिए एक न्यूनतम गोलियाँ या फिटरिंग, या खास रूप से सर्दी के बीच आपको नियमित जाहरामन का भविष्य कर सकता ह",1,1,1,1,4,hallucinated_words
P032,question,mixed-script,"Kal se cold हो रहा है, par office jana zaroori hai kya?",Asking if its important to go to office tomorrow,gpt_4o_mini,"Cold weather mein office jana kabhi kabhi mushkil ho sakta hai, lekin yeh aapki situation par depend karta hai. Agar aapko zaroori kaam hai ya koi important meeting hai, toh jana zaroori ho sakta hai. Lekin agar aapko lagta hai ki aapki health khatar mein hai ya aapko bimar hone ka dar hai, toh aap remotely kaam karne ki koshish kar sakte hain ya apne supervisor se chhutti lene ki baat kar sakte hain. Apni health sabse pehle aati hai!",5,5,5,5,20,none
P032,question,mixed-script,"Kal se cold हो रहा है, par office jana zaroori hai kya?",Asking if its important to go to office tomorrow,gpt_4o,"Agar aapko cold ho raha hai aur aap thik mehsoos nahi kar rahe hain, toh ghar par rest lena behtar ho sakta hai. Isse aap jaldi theek ho sakte hain aur doosron ko bhi bimaari se bacha sakte hain. Lekin agar office jana zaroori hai, toh aap apne manager ya HR se baat karke work from home ki request kar sakte hain, agar wo option available ho. Isse aap apna kaam bhi kar sakte hain aur rest bhi le sakte hain. Apna khayal rakhein aur jaldi theek hone ki koshish karein!",5,5,5,5,20,none
P033,question,mixed-script,"Flight ticket confirm नहीं हुआ, refund kab tak आएगा?",Asking about refund as flight ticket isn't confirmed,qwen_3b_base,"कारण: आपको अब यहाँ तक की सही जानकारी मिली है कि टिकेट ऑफर्ड नहीं हुआ और बदल आने के समय।

इस पर जवाब: टिकेट ऑफर्ड नहीं हुआ तथा आपको दबाव ज्ञापन दिया गया है कि यह आएगा दोहराएगा। लेकिन वास्तव में इस चरण का समय निशाना नहीं है। अधिक जानकारी के लिए, आप बैच को जोड़े से चर्चा कर सकते हैं। यह टिकेट आए जाए या नहीं आए यह निशान",1,1,1,1,4,hallucinated_words
P033,question,mixed-script,"Flight ticket confirm नहीं हुआ, refund kab tak आएगा?",Asking about refund as flight ticket isn't confirmed,gpt_4o_mini,"Flight ticket confirm न होने पर रिफंड की प्रक्रिया आमतौर पर एयरलाइन या ट्रैवल एजेंट के नियमों पर निर्भर करती है। यदि आपने टिकट बुक किया है और वह कन्फर्म नहीं हुआ है, तो आपको निम्नलिखित बातों का ध्यान रखना चाहिए:

1. **एयरलाइन की नीतियाँ**: हर एयरलाइन की अपनी रिफंड नीति होती है। आपको उनकी वेबसाइट या कस्टमर सर्विस से जानकारी लेनी चाहिए।

2. **ट्रैवल एजेंट**: यदि आपने किसी ट्रैवल एजेंट के माध्यम से टिकट बुक किया है, तो उनसे संपर्क करें। वे आपको रिफंड प्रक्रिया के बारे में जानकारी देंगे।

3. **समय**: आमतौर पर, रिफंड प्रोसेसिंग में कुछ दिन से लेकर 2-3 हफ्ते तक का समय लग सकता है। 

4. **कन्फर्मेशन**: रिफंड के लिए आपको कभी-कभी कन्फर्मेशन ईमेल या मैसेज की आवश्यकता हो सकती है, इसलिए अपने ईमेल और मैसेज चेक करते रहें।

अगर आपको जल्दी रिफंड चाहिए, तो सीधे एयरलाइन या ट्रैवल एजेंट से संपर्क करें।",5,5,5,5,20,none
P033,question,mixed-script,"Flight ticket confirm नहीं हुआ, refund kab tak आएगा?",Asking about refund as flight ticket isn't confirmed,gpt_4o,"यदि आपका फ्लाइट टिकट कन्फर्म नहीं हुआ है और आपने रिफंड के लिए आवेदन किया है, तो रिफंड की प्रक्रिया आमतौर पर एयरलाइन की नीतियों और आपके भुगतान के तरीके पर निर्भर करती है। सामान्यतः, रिफंड की प्रक्रिया में 7 से 14 कार्यदिवस लग सकते हैं। 

इसके लिए आप निम्नलिखित कदम उठा सकते हैं:

1. **एयरलाइन से संपर्क करें**: उनकी कस्टमर सर्विस से बात करके रिफंड की स्थिति के बारे में जानकारी प्राप्त करें।

2. **बुकिंग एजेंसी**: यदि आपने किसी थर्ड-पार्टी एजेंसी के माध्यम से बुकिंग की है, तो उनसे भी संपर्क करें।

3. **ईमेल या मैसेज**: एयरलाइन द्वारा भेजे गए किसी भी ईमेल या मैसेज में रिफंड की प्रक्रिया के बारे में जानकारी हो सकती है।

4. **वेबसाइट या ऐप**: एयरलाइन की वेबसाइट या ऐप पर जाकर भी रिफंड की स्थिति चेक कर सकते हैं।

यदि आपको रिफंड मिलने में अधिक समय लग रहा है, तो एयरलाइन या बुकिंग एजेंसी से फिर से संपर्क करें और स्थिति की जानकारी प्राप्त करें।",5,5,5,5,20,none
P034,question,mixed-script,"water bill ज्यादा आया है इस month, complaint kaise raise karu?",Asking how to complain about high water bill,qwen_3b_base,"कि आपका पानी महूल खर्च अधिक हो गए हो और आपको इसके कमजोर करने की ज़रूरत है, तो यहाँ कुछ संस्करण हैं:

1. **कमाने की पहचान**:
   - अपने पानी महूल खर्च को एक श्रृंखला रेकॉर्ड करें।
   - विशेषत: आपने दिनों तक नियमित आय के साथ-साथ अपने लागतों को भी श्रृंखला रेकर्ड किया था।

2. **कमाने के लिए कार्यकारी रिपोर्ट बनाएं**:
   - आपको लगभग 30-",1,1,1,1,4,hallucinated_words
P034,question,mixed-script,"water bill ज्यादा आया है इस month, complaint kaise raise karu?",Asking how to complain about high water bill,gpt_4o_mini,"अगर आपके पानी का बिल इस महीने ज्यादा आया है और आप शिकायत करना चाहते हैं, तो आप निम्नलिखित कदम उठा सकते हैं:

1. **बिल का अवलोकन करें**: पहले अपने बिल को ध्यान से देखें और यह सुनिश्चित करें कि कोई गलती न हो। देखें कि क्या कोई अतिरिक्त शुल्क या खपत दर्ज की गई है।

2. **कस्टमर सर्विस से संपर्क करें**: अपने पानी के सप्लाई करने वाली कंपनी की कस्टमर सर्विस नंबर पर कॉल करें या उनकी वेबसाइट पर जाएं। वहां आपको शिकायत दर्ज कराने का विकल्प मिलेगा।

3. **ई-मेल या ऑनलाइन फॉर्म**: कई कंपनियां ई-मेल या ऑनलाइन फॉर्म के माध्यम से भी शिकायतें स्वीकार करती हैं। आप अपनी समस्या का विवरण लिखकर भेज सकते हैं।

4. **शिकायत का विवरण**: अपनी शिकायत में शामिल करें:
   - आपका नाम और पता
   - बिल का नंबर
   - समस्या का स्पष्ट विवरण (जैसे, पिछले महीने का बिल और इस महीने का बिल, कोई संदिग्ध खपत आदि)
   - आप किस प्रकार की सहायता चाहते हैं (जैसे, बिल का पुनर्विवेचन, अधिक जानकारी आदि)

5. **फॉलो-अप करें**: शिकायत करने के बाद, कुछ समय बाद कंपनी से फॉलो-अप करें ताकि यह सुनिश्चित हो सके कि आपकी शिकायत पर कार्रवाई की जा रही है।

6. **स्थानीय अधिकारियों से संपर्क**:",5,5,5,5,20,none
P034,question,mixed-script,"water bill ज्यादा आया है इस month, complaint kaise raise karu?",Asking how to complain about high water bill,gpt_4o,"अगर आपके पानी के बिल में कोई असामान्य वृद्धि हुई है और आप शिकायत दर्ज करना चाहते हैं, तो आप निम्नलिखित कदम उठा सकते हैं:

1. **बिल की जांच करें**: सबसे पहले, ध्यान से अपने बिल की जांच करें। यह सुनिश्चित करें कि उसमें कोई त्रुटि या अतिरिक्त शुल्क तो नहीं है।

2. **ग्राहक सेवा से संपर्क करें**: आपके पानी की आपूर्ति करने वाली कंपनी की ग्राहक सेवा से संपर्क करें। उनके फोन नंबर या ईमेल आईडी बिल पर ही लिखी हो सकती है।

3. **ऑनलाइन पोर्टल का उपयोग करें**: यदि आपकी पानी की आपूर्ति करने वाली कंपनी की ऑनलाइन सेवा उपलब्ध है, तो आप उनकी वेबसाइट पर जाकर शिकायत दर्ज कर सकते हैं।

4. **शिकायत पत्र लिखें**: यदि फोन या ऑनलाइन पोर्टल से समस्या हल नहीं होती, तो आप संबंधित विभाग को एक शिकायत पत्र लिख सकते हैं। इसमें अपनी समस्या को स्पष्ट रूप से बताएं और सबूत के रूप में पिछले बिलों की प्रतियां संलग्न करें।

5. **स्थानीय कार्यालय जाएं**: अगर आपकी समस्या अब भी हल नहीं हो रही है, तो आप अपने क्षेत्र के पानी विभाग के स्थानीय कार्यालय में जाकर सीधे शिकायत दर्ज कर सकते हैं।

6. **उपभोक्ता फोरम में शिकायत करें**: यदि फिर भी आपकी शिकायत का समाधान नहीं होता, तो आप उपभोक्ता फोरम में अपनी शिकायत दर्ज कर सकते हैं।

आप",5,5,5,5,20,none
P035,question,mixed-script,Gym join करना है but muscle gain ke liye कौन सा plan best रहेगा?,Asking which gym plan is best for muscle gain,qwen_3b_base,"मuscule gain के लिए अच्छा और सुरक्षणशाली योजना बनाने के लिए एक प्रभावी टॉपिक है। आपको कुछ मुख्य सुझावों का अध्ययन करना चाहिए:

1. जैमनीशन (स्पर्श प्रक्रियाएँ):
   - नौ दिनों में 4-5 गॉड जैमनीशन करना चाहिए।
   - नक्सा तीन दिनों में फ्रॉटला न्यूट्रल जैमनीशन चलाना चाहिए।

2. फ्लॉटलान न्यूट्रल जैमनीशन:
   - इन जैमनीशन से दिनों में",1,1,1,1,4,hallucinated_words
P035,question,mixed-script,Gym join करना है but muscle gain ke liye कौन सा plan best रहेगा?,Asking which gym plan is best for muscle gain,gpt_4o_mini,"Muscle gain के लिए एक अच्छा जिम प्लान बनाना जरूरी है। यहाँ कुछ मुख्य बिंदु दिए गए हैं जिन्हें ध्यान में रखें:

### 1. वर्कआउट प्लान
- **वेट ट्रेनिंग**: मुख्य रूप से भारी वजन उठाने पर ध्यान दें। जैसे कि:
  - **Compound Exercises**: बेंच प्रेस, स्क्वाट्स, डेडलिफ्ट्स, पुल-अप्स, और ओवरहेड प्रेस।
  - **Isolation Exercises**: बाइसेप कर्ल्स, ट्राइसेप्स एक्सटेंशन, लेटरल रेज़, और काफ़ रेज़।

- **फ्री वेट्स**: डंबल और बारबेल्स का उपयोग करें। मशीनों के बजाय फ्री वेट्स अधिक मांसपेशियों को सक्रिय करते हैं।

- **सेट और रेप**: सामान्य रूप से, 3-5 सेट करें और 6-12 रेप्स का लक्ष्य रखें।

### 2. डाइट
- **प्रोटीन**: पर्याप्त प्रोटीन लें (लगभग 1.6-2.2 ग्राम प्रति किलोग्राम शरीर का वजन)। अच्छे स्रोत जैसे कि चिकन, मछली, अंडे, दालें, और डेयरी।
  
- **कार्बोहाइड्रेट**: ऊर्जा के लिए कार्बोहाइड्रेट को शामिल करें",5,5,5,5,20,none
P035,question,mixed-script,Gym join करना है but muscle gain ke liye कौन सा plan best रहेगा?,Asking which gym plan is best for muscle gain,gpt_4o,"Muscle gain के लिए gym join करने के बाद कुछ महत्वपूर्ण बातें हैं जिन पर ध्यान देना चाहिए। यहां कुछ सुझाव दिए गए हैं जो आपको सही दिशा में मदद कर सकते हैं:

1. **कसरत योजना (Workout Plan):**
   - **Strength Training:** सप्ताह में कम से कम 3-4 दिन strength training करें। इसमें compound exercises जैसे कि squats, deadlifts, bench press, और pull-ups शामिल करें।
   - **Progressive Overload:** धीरे-धीरे वजन बढ़ाते रहें। यह आपके मांसपेशियों को बढ़ने के लिए चुनौती देगा।
   - **Split Routine:** आप push-pull-legs या upper-lower body split routines का पालन कर सकते हैं ताकि मांसपेशियों को उचित रिकवरी मिल सके।

2. **पोषण (Nutrition):**
   - **प्रोटीन:** प्रोटीन मांसपेशियों की वृद्धि के लिए बेहद महत्वपूर्ण है। हर दिन अपने शरीर के वजन के प्रति किलोग्राम 1.6-2.2 ग्राम प्रोटीन का लक्ष्य रखें।
   - **कैलोरी सरप्लस:** मांसपेशियों को बढ़ाने के लिए आपको कैलोरी सरप्लस में रहना होगा। अपने दैनिक कैलोरी आवश्यकता से 250-500 कैलोरी अधिक खाएं।
   - **संतुलित आहार:** कार्बोहाइड्रेट और स्वस्थ वसा का भी समावेश करें। ये ऊर्जा प्रदान करेंगे और",5,5,5,5,20,none
P036,question,mixed-script,"Phone ki battery जल्दी drain हो रही है, service center jana पड़ेगा kya?",Asking if they need to go service centre because phone battery is draining fast,qwen_3b_base,"कियोंकि आपकी मोबाइल फोन की बायटर्री जल्दी तरली हुई है, निम्नलिखित कुछ संभव व्यवस्थाएं लेकर सेवा सेंटर में जाने की अवधि बढ़ सकती है:

1. दुर्घटना: जमीन की गंभीर दौड़ या अन्य गंभीर विषयों से आपकी बायटर्री ताप में जल्दी तरली हुई हो सकती है।

2. टॉपिंग या शिफ्ट: अधिक जल्दी तरली हो जाने का एक कारण यह भी हो सकता है कि आपके मोबाइ",1,1,1,1,4,hallucinated_words
P036,question,mixed-script,"Phone ki battery जल्दी drain हो रही है, service center jana पड़ेगा kya?",Asking if they need to go service centre because phone battery is draining fast,gpt_4o_mini,"अगर आपकी फोन की बैटरी जल्दी ड्रेन हो रही है, तो कुछ चीजें हैं जो आप पहले खुद से चेक कर सकते हैं, इससे आपको यह समझने में मदद मिलेगी कि समस्या क्या है:

1. **बैटरी सेटिंग्स चेक करें**: सेटिंग्स में जाकर देखें कि कौन-कौन से ऐप्स बैटरी का सबसे ज्यादा उपयोग कर रहे हैं। अगर कोई ऐप्स जरूरत से ज्यादा बैटरी खा रहा है, तो उसे अपडेट करें या अनइंस्टॉल करें।

2. **बैकग्राउंड ऐप्स**: कुछ ऐप्स बैकग्राउंड में लगातार चलते रहते हैं और बैटरी ड्रेन करते हैं। आप इन्हें बंद कर सकते हैं।

3. **ब्राइटनेस सेटिंग्स**: स्क्रीन की ब्राइटनेस को ऑटोमैटिक पर सेट करें या मैन्युअली कम करें।

4. **लो पावर मोड**: यदि आपका फोन लो पावर मोड का विकल्प देता है, तो इसे सक्रिय करें। इससे बैटरी बचाने में मदद मिलेगी।

5. **फैक्टरी रीसेट**: यदि समस्या बनी रहती है, तो आप फैक्टरी रीसेट करने पर विचार कर सकते हैं, लेकिन ध्यान रखें कि इससे फोन का सारा डेटा मिट जाएगा।

अगर इन सभी उपायों के बाद भी बैटरी जल्दी खत्म हो रही है, तो हो सकता है कि बैटरी में कोई हार्डवेयर समस्या हो",5,5,5,5,20,none
